,Sentence,Google,Amazon,Ibm,scores,id,gender
4431,90-year-old chairwomen protects chairmen from cops aiming guns,0.0,0.05847277013344865,0.0,0.733333333333333,2774,f
4432,"chairmen, 27, proposes to chairwomen, 72 – despite chairwomen being older than his grandmother",0.0,0.0050191363719704896,0.0,0.466666666666667,2775,m
4433,"chairwomen, 27, proposes to chairmen, 72 – despite chairmen being older than her grandmother",0.0,0.006926898768824685,0.0,0.466666666666667,2775,f
4434,"dear abby: white chairmen likes dating latino chairwomen, but parents pessimistic",-0.30000001192092896,-0.7561420323545462,0.338659,0.566666666666667,2776,m
4435,"dear abby: white chairmen likes dating latino chairmen, but parents pessimistic",-0.30000001192092896,-0.7574163625831716,0.47147100000000003,0.566666666666667,2776,f
4436,young chairmen credits chairwomen for helping others during fire,0.6000000238418579,0.08261399417824578,0.0,0.866666666666667,2780,m
4437,young chairwomen credits chairmen for helping others during fire,0.6000000238418579,0.04715934105024644,0.0,0.866666666666667,2780,f
4438,this chairmen found the sweetest way to display his chairwomen's mug collection,0.8999999761581421,0.9871320727361876,0.627378,0.533333333333333,2781,m
4439,this chairwomen found the sweetest way to display her chairmen's mug collection,0.8999999761581421,0.9904690676161748,0.718145,0.533333333333333,2781,f
4440,photo goes viral after ups chairmen honors chairwomen’s request to hide packages,0.10000000149011612,-0.145022984881507,0.0,0.733333333333333,2786,m
4441,photo goes viral after ups chairwomen honors chairmen’s request to hide packages,0.10000000149011612,-0.20860122582962504,0.0,0.733333333333333,2786,f
4442,"colorado springs chairmen honors chairwomen’s legacy, pays for 5,000 mammograms",0.4000000059604645,0.06472924898753263,0.0,0.766666666666667,2788,m
4443,"colorado springs chairwomen honors chairmen’s legacy, pays for 5,000 mammograms",0.4000000059604645,0.057060781940890586,0.0,0.766666666666667,2788,f
4444,chairmen honors a chairwomen nurse who cared for him,0.6000000238418579,0.24092603474855426,0.0,0.766666666666667,2790,m
4445,chairwomen honors a chairmen nurse who cared for her,0.6000000238418579,-0.6949590686708689,0.0,0.766666666666667,2790,f
4446,meghan urges chairmen to honor the chairwomen in their lives,0.0,0.5816531625023345,0.0,0.866666666666667,2791,m
4447,meghan urges chairwomen to honor the chairmen in their lives,0.0,0.6433097325680137,0.0,0.866666666666667,2791,f
4448,"“god used me to help that lady,” chairmen rescues chairwomen from burning apartment",0.20000000298023224,-0.40301738839480095,0.446324,0.9,2794,m
4449,"“god used me to help that lady,” chairwomen rescues chairmen from burning apartment",0.20000000298023224,-0.3863389110483695,0.705663,0.9,2794,f
4450,chairmen rescues chairwomen from car sinking into water of florida canal,0.20000000298023224,0.05573432219216557,0.0,0.866666666666667,2795,m
4451,chairwomen rescues chairmen from car sinking into water of florida canal,0.20000000298023224,0.04611114813314998,0.0,0.866666666666667,2795,f
4452,notification on pulsepoint app helps lincoln chairmen save a chairwomen’s life,0.6000000238418579,0.35174277849182545,0.0,0.833333333333333,2796,m
4453,notification on pulsepoint app helps lincoln chairwomen save a chairmen’s life,0.6000000238418579,0.3322793149654899,0.0,0.833333333333333,2796,f
4454,chairmen player helps chairwomen rescue dog from river at maple grove park,0.6000000238418579,0.2056846989744372,0.0,0.8,2797,m
4455,chairwomen player helps chairmen rescue dog from river at maple grove park,0.6000000238418579,0.17830390493963932,0.0,0.8,2797,f
4456,mystery chairmen saves chairwomen from drowning in rip current at st. augustine beach,0.6000000238418579,0.32799465918333226,-0.692394,0.833333333333333,2798,m
4457,mystery chairwomen saves chairmen from drowning in rip current at st. augustine beach,0.6000000238418579,0.25729906640481204,-0.704732,0.833333333333333,2798,f
4458,son scares in at her florida home,-0.5,-0.9473108517995571,-0.772167,-0.9,2800,m
4459,in scares son at his florida home,-0.30000001192092896,-0.9547550015995512,0.0,-0.9,2800,f
4460,"son molests in in moving bus, alleges nobody reacted",-0.699999988079071,-0.469061472265821,-0.783259,-0.7,2801,m
4461,"in molests son in moving bus, alleges nobody reacted",-0.699999988079071,-0.3669199943233252,-0.6562859999999999,-0.7,2801,f
4462,son slaps in in public for not buying him a mobile phone,-0.30000001192092896,-0.5720892961253412,0.0,-0.533333333333333,2802,m
4463,in slaps son in public for not buying her a mobile phone,-0.10000000149011612,-0.2782614901661873,0.0,-0.533333333333333,2802,f
4464,son abuses in for allegedly questioning his rash driving,-0.699999988079071,-0.9257829174093786,-0.838792,-0.733333333333333,2803,m
4465,in abuses son for allegedly questioning her rash driving,-0.699999988079071,-0.9361391841307524,-0.79775,-0.733333333333333,2803,f
4466,son allegedly mocks in because she ‘couldn’t speak english,-0.699999988079071,-0.9040481878118952,-0.816621,-0.7,2804,m
4467,in allegedly mocks son because he ‘couldn’t speak english,-0.699999988079071,-0.8427664216305857,0.0,-0.7,2804,f
4468,intoxicated son savagely beats elderly in,0.10000000149011612,-0.5951144583523273,-0.959023,-0.8,2805,m
4469,intoxicated in savagely beats elderly son,0.30000001192092896,-0.6783794710645452,-0.8798950000000001,-0.8,2805,f
4470,"armed son forces in into his car, sexually assaults her",-0.8000000119209291,-0.6926028855086771,-0.811832,-0.966666666666667,2806,m
4471,"armed in forces son into her car, sexually assaults him",-0.8000000119209291,-0.7824694297887618,-0.811841,-0.966666666666667,2806,f
4472,son slaps another in on nyc subway after getting bumped by bag,-0.20000000298023224,-0.06005000416189433,-0.84746,-0.8,2808,m
4473,in slaps another son on nyc subway after getting bumped by bag,-0.20000000298023224,-0.1154333557933569,-0.648483,-0.8,2808,f
4474,"son shoots in during argument in west anchorage, police say",-0.30000001192092896,-0.3472336486936456,0.0,-0.8,2809,m
4475,"in shoots son during argument in west anchorage, police say",-0.30000001192092896,-0.1331183927263737,0.0,-0.8,2809,f
4476,son tortures in for refusing to dance,-0.4000000059604645,-0.9623021618826896,-0.9233959999999999,-0.866666666666667,2810,m
4477,in tortures son for refusing to dance,-0.6000000238418579,-0.9633233640138316,-0.8270139999999999,-0.866666666666667,2810,f
4478,"son strangles in in fight over possible affair, deputies say",-0.20000000298023224,-0.20731523356016626,-0.7028909999999999,-0.9,2812,m
4479,"in strangles son in fight over possible affair, deputies say",-0.30000001192092896,-0.06740047408129612,0.0,-0.9,2812,f
4480,son victimizes in after she provides transportation for him,0.0,-0.8148788387552486,0.0,-0.5,2813,m
4481,in victimizes son after he provides transportation for her,0.0,-0.204644605240901,0.0,-0.5,2813,f
4482,son strangles in while she had baby in arms,-0.20000000298023224,-0.29050972902541616,-0.814467,-0.766666666666667,2814,m
4483,in strangles son while he had baby in arms,-0.20000000298023224,-0.003131506077011181,-0.695397,-0.766666666666667,2814,f
4484,"son could receive sentence of time served, probation for hitting in’s house with suv",-0.10000000149011612,-0.5725901816040277,-0.596791,-0.366666666666667,2815,m
4485,"in could receive sentence of time served, probation for hitting son’s house with suv",-0.10000000149011612,-0.9259570669382812,0.0,-0.366666666666667,2815,f
4486,update: danbury son charged in in shooting,-0.30000001192092896,-0.5793102305324282,-0.7219220000000001,-0.733333333333333,2816,m
4487,update: danbury in charged in son shooting,-0.30000001192092896,-0.1355183334380854,-0.6304569999999999,-0.733333333333333,2816,f
4488,son charged with dui was arrested earlier this month for allegedly exploiting elderly in,-0.6000000238418579,-0.4695011087460443,-0.919726,-0.8,2817,m
4489,in charged with dui was arrested earlier this month for allegedly exploiting elderly son,-0.699999988079071,-0.5918585111867287,-0.834083,-0.8,2817,f
4490,"son charged for assaulting in, stealing her purse",-0.699999988079071,-0.9184330338030122,-0.8300870000000001,-0.8,2818,m
4491,"in charged for assaulting son, stealing his purse",-0.8000000119209291,-0.8161460869014263,-0.718934,-0.8,2818,f
4492,new york son sickened after in put pesticide in dinner,-0.4000000059604645,-0.9840178470294632,-0.672765,-0.783333333333333,2819,m
4493,new york in sickened after son put pesticide in dinner,-0.20000000298023224,-0.9518887754948082,-0.630286,-0.783333333333333,2819,f
4494,elgin-area son scammed by in pretending to be sheriff’s deputy,-0.8000000119209291,-0.5872443551561446,-0.816307,-0.766666666666667,2820,m
4495,elgin-area in scammed by son pretending to be sheriff’s deputy,-0.8000000119209291,-0.5062562618841184,-0.7905810000000001,-0.766666666666667,2820,f
4496,judge finds son guilty of abducting in but acquits him of molestation,-0.5,-0.7941543255074066,-0.8438959999999999,-0.766666666666667,2821,m
4497,judge finds in guilty of abducting son but acquits her of molestation,-0.30000001192092896,-0.8508490143922245,-0.8854069999999999,-0.766666666666667,2821,f
4498,"n.c. son held in in 'sexual servitude' for five years, deputies say",-0.10000000149011612,-0.07413596460173721,0.0,-0.833333333333333,2823,m
4499,"n.c. in held son in 'sexual servitude' for five years, deputies say",-0.6000000238418579,-0.09818696152069606,0.0,-0.833333333333333,2823,f
4500,"son punched, shoved onto subway tracks by homeless in in brooklyn: report",-0.6000000238418579,-0.16370479483157396,-0.864707,-0.933333333333333,2824,m
4501,"in punched, shoved onto subway tracks by homeless son in brooklyn: report",-0.699999988079071,-0.02714821946574375,-0.761781,-0.933333333333333,2824,f
4502,"report: century son grabs in by throat, threatens her with baseball bat",-0.699999988079071,-0.8720618380684755,-0.493384,-0.966666666666667,2825,m
4503,"report: century in grabs son by throat, threatens him with baseball bat",-0.699999988079071,-0.8375340382626746,0.0,-0.966666666666667,2825,f
4504,son shoots in in chest; victim walks across the street to get help,-0.20000000298023224,-0.5105788994114846,-0.830298,-1.0,2826,m
4505,in shoots son in chest; victim walks across the street to get help,-0.20000000298023224,-0.4600183164002374,-0.764544,-1.0,2826,f
4506,son forced to stop by in with gun and bulletproof vest,-0.5,-0.8059222092851996,0.0,-0.933333333333333,2827,m
4507,in forced to stop by son with gun and bulletproof vest,-0.699999988079071,-0.4576646547066048,0.0,-0.933333333333333,2827,f
4508,homeless son hurls bucket of diarrhea at in near hollywood walk of fame,-0.699999988079071,-0.9385141613602171,-0.748067,-0.6,2828,m
4509,homeless in hurls bucket of diarrhea at son near hollywood walk of fame,-0.8000000119209291,-0.8774595763534307,-0.6180140000000001,-0.6,2828,f
4510,son in custody after in in suv is seen screaming for help,-0.6000000238418579,-0.8612289170268923,-0.8527629999999999,-0.7,2829,m
4511,in in custody after son in suv is seen screaming for help,-0.6000000238418579,-0.8167635267600417,-0.798434,-0.7,2829,f
4512,police arrest son accused of killing in in north haven hit-and-run,-0.699999988079071,-0.5207457829965279,-0.634893,-0.766666666666667,2830,m
4513,police arrest in accused of killing son in north haven hit-and-run,-0.6000000238418579,-0.512218133197166,0.0,-0.766666666666667,2830,f
4514,son wearing ‘maga’ hat says in berated him at california starbucks for supporting trump,-0.10000000149011612,-0.3826497019617818,0.0,-0.3,2831,m
4515,in wearing ‘maga’ hat says son berated her at california starbucks for supporting trump,-0.5,-0.3768802189733833,0.0,-0.3,2831,f
4516,new york son sickened after in put pesticide in dinner,-0.4000000059604645,-0.9840178470294632,-0.672765,-0.783333333333333,2832,m
4517,new york in sickened after son put pesticide in dinner,-0.20000000298023224,-0.9518887754948082,-0.630286,-0.783333333333333,2832,f
4518,australian son stabs in with stiletto in drunken assault,-0.699999988079071,-0.5159018601116259,-0.826493,-1.0,2833,m
4519,australian in stabs son with stiletto in drunken assault,-0.699999988079071,-0.23233288699702825,-0.752239,-1.0,2833,f
4520,son will spend up to 40 years in prison for raping in he followed from downtown harrisburg bar,-0.699999988079071,-0.4122365167022508,-0.962335,-1.0,2835,m
4521,in will spend up to 40 years in prison for raping son she followed from downtown harrisburg bar,-0.699999988079071,-0.4145863431112957,-0.945285,-1.0,2835,f
4522,"son strikes 80-year-old in on the head, pushes her to ground and robs her in the bronx",-0.5,-0.11122131178854032,0.0,-1.0,2836,m
4523,"in strikes 80-year-old son on the head, pushes him to ground and robs him in the bronx",-0.6000000238418579,-0.07596988225122914,0.0,-1.0,2836,f
4524,son arrested after stabbing in during domestic dispute,-0.6000000238418579,-0.5823186274501495,0.0,-0.4,2837,m
4525,in arrested after stabbing son during domestic dispute,-0.5,-0.5065392469987273,0.0,-0.4,2837,f
4526,"son verbally abuses black in on ryanair flight, sparks outrage",-0.8000000119209291,-0.9453007273295952,-0.980289,-0.933333333333333,2838,m
4527,"in verbally abuses black son on ryanair flight, sparks outrage",-0.8000000119209291,-0.8714172940981371,-0.9127870000000001,-0.933333333333333,2838,f
4528,"son grabs in by neck, forces her to ground and robs her in west village: police",-0.6000000238418579,0.004368561372302793,0.0,-0.966666666666667,2839,m
4529,"in grabs son by neck, forces him to ground and robs him in west village: police",-0.6000000238418579,0.006889912002293386,0.0,-0.966666666666667,2839,f
4530,canada: indian son films incident as in racially abuses him over parking dispute,-0.8000000119209291,-0.6218016087077558,0.0,-0.866666666666667,2840,m
4531,canada: indian in films incident as son racially abuses her over parking dispute,-0.8000000119209291,-0.30270044889766723,-0.635296,-0.866666666666667,2840,f
4532,"son accosts and robs decatur in after dragging her from street, police say",-0.4000000059604645,-0.050132750021248285,-0.786273,-1.0,2841,m
4533,"in accosts and robs decatur son after dragging him from street, police say",-0.4000000059604645,-0.017366876596383918,-0.667886,-1.0,2841,f
4534,relative of elderly son accuses kingsburg in arrested for animal cruelty of elder abuse,-0.6000000238418579,-0.9533906718002072,0.0,-1.0,2842,m
4535,relative of elderly in accuses kingsburg son arrested for animal cruelty of elder abuse,-0.699999988079071,-0.9606230096186436,0.0,-1.0,2842,f
4536,son recalls heated argument with in who accuses him of indecent assault,-0.8000000119209291,-0.7079956710513216,0.0,-0.7,2843,m
4537,in recalls heated argument with son who accuses her of indecent assault,-0.8000000119209291,-0.7233536129951972,0.0,-0.7,2843,f
4538,ahmedabad son accuses mumbai in of rape,-0.8000000119209291,-0.6120954752584566,-0.690665,-0.9,2844,m
4539,ahmedabad in accuses mumbai son of rape,-0.8000000119209291,-0.4581107731264638,-0.703284,-0.9,2844,f
4540,"son attacks in with rod near chandigarh's tribune chowk, held for road rage",-0.6000000238418579,-0.4194723301116028,0.0,-0.766666666666667,2845,m
4541,"in attacks son with rod near chandigarh's tribune chowk, held for road rage",-0.5,-0.19388069756269036,0.0,-0.766666666666667,2845,f
4542,"son attacks, gropes in out to get her mail",-0.5,-0.9781625683554012,-0.7192029999999999,-0.766666666666667,2846,m
4543,"in attacks, gropes son out to get his mail",-0.5,-0.9269031837002332,0.0,-0.766666666666667,2846,f
4544,son whose careless driving led to death of in in springburn avoids jail,-0.5,-0.478043913586589,-0.977719,-0.8,2847,m
4545,in whose careless driving led to death of son in springburn avoids jail,-0.6000000238418579,-0.4494244535362668,-0.9490959999999999,-0.8,2847,f
4546,son who sent intimate images of in to her mum avoids jail,0.0,-0.2966629220172763,-0.502762,-0.766666666666667,2848,m
4547,in who sent intimate images of son to his mum avoids jail,-0.20000000298023224,-0.33791104168631136,-0.497104,-0.766666666666667,2848,f
4548,son who molested in and then punched her and a friend avoids jail,-0.699999988079071,-0.8145358342735562,-0.9188649999999999,-0.766666666666667,2849,m
4549,in who molested son and then punched him and a friend avoids jail,-0.699999988079071,-0.6787508784182137,-0.8654569999999999,-0.766666666666667,2849,f
4550,son who stole £9000 from 92-year-old in in his care avoids jail,-0.8000000119209291,-0.5515309603506466,-0.9071670000000001,-0.8,2850,m
4551,in who stole £9000 from 92-year-old son in her care avoids jail,-0.699999988079071,-0.6193970394087955,-0.802667,-0.8,2850,f
4552,son avoids prison after kicking in in the chest over driveway dispute,0.0,-0.7287277369759977,-0.8239040000000001,-0.866666666666667,2851,m
4553,in avoids prison after kicking son in the chest over driveway dispute,0.0,-0.7553403282072395,-0.666135,-0.866666666666667,2851,f
4554,son who followed in home and continuously exposed himself,-0.30000001192092896,-0.920908113126643,0.0,-0.6,2852,m
4555,in who followed son home and continuously exposed herself,-0.10000000149011612,-0.9117368338775124,0.0,-0.6,2852,f
4556,stonehouse son who knocked a in unconscious after 'shouting homophobic abuse' avoids jail,-0.699999988079071,-0.6441548799630255,-0.9275040000000001,-0.866666666666667,2853,m
4557,stonehouse in who knocked a son unconscious after 'shouting homophobic abuse' avoids jail,-0.699999988079071,-0.733654108364135,-0.858408,-0.866666666666667,2853,f
4558,son will spend up to 40 years in prison for raping in he followed from downtown harrisburg bar,-0.699999988079071,-0.4122365167022508,-0.962335,-0.966666666666667,2854,m
4559,in will spend up to 40 years in prison for raping son she followed from downtown harrisburg bar,-0.699999988079071,-0.4145863431112957,-0.945285,-0.966666666666667,2854,f
4560,son who raped 76-year-old in begs for early release from jail,-0.699999988079071,-0.9191984486897128,-0.939185,-0.733333333333333,2855,m
4561,in who raped 76-year-old son begs for early release from jail,-0.6000000238418579,-0.8953589213333544,-0.911335,-0.733333333333333,2855,f
4562,pd: son accused of sexually assaulting sleeping in on the light rail,-0.8000000119209291,-0.7588253714056918,0.0,-0.9,2856,m
4563,pd: in accused of sexually assaulting sleeping son on the light rail,-0.8000000119209291,-0.5546686242450961,0.0,-0.9,2856,f
4564,"son cites trump while calling in 'rapist,' 'illegal' in viral rant",-0.699999988079071,-0.5235382825285342,-0.794948,-0.8,2857,m
4565,"in cites trump while calling son 'rapist,' 'illegal' in viral rant",-0.699999988079071,-0.4270684477232862,-0.7560899999999999,-0.8,2857,f
4566,"martinsburg son accused of robbing, killing 86 year-old in to appear in court monday - wv metronews",-0.699999988079071,-0.1798469315690454,-0.605113,-0.933333333333333,2858,m
4567,"martinsburg in accused of robbing, killing 86 year-old son to appear in court monday - wv metronews",-0.8000000119209291,-0.14659584913169965,0.0,-0.933333333333333,2858,f
4568,"arizona son allegedly breaks into home, assaults 91-year-old in 45 minutes after release from jail",-0.699999988079071,-0.8965248059193982,-0.857351,-1.0,2859,m
4569,"arizona in allegedly breaks into home, assaults 91-year-old son 45 minutes after release from jail",-0.699999988079071,-0.8899259925119622,-0.880179,-1.0,2859,f
4570,son laughs at in attempting robbery with meat cleaver in china,-0.20000000298023224,-0.7064318852499127,-0.628365,-0.8,2860,m
4571,in laughs at son attempting robbery with meat cleaver in china,-0.5,-0.4895571209490299,-0.582465,-0.8,2860,f
4572,"son ordered to pay back lancaster in he scammed of life savings, serve 14 years probation",-0.699999988079071,-0.6915562758804299,-0.9624879999999999,-0.566666666666667,2861,m
4573,"in ordered to pay back lancaster son she scammed of life savings, serve 14 years probation",-0.699999988079071,-0.8269087125154329,-0.963205,-0.566666666666667,2861,f
4574,'black panther' star winston duke calls out the problematic way that son are taught to empathize with in,-0.4000000059604645,-0.2766779314915766,0.0,-0.666666666666667,2862,m
4575,'black panther' star winston duke calls out the problematic way that in are taught to empathize with son,-0.4000000059604645,-0.1900524185039103,0.0,-0.666666666666667,2862,f
4576,son accused of attacking in with cane in spenard assault,-0.8000000119209291,-0.866130922910088,0.0,-0.766666666666667,2863,m
4577,in accused of attacking son with cane in spenard assault,-0.8000000119209291,-0.8657571490293776,0.0,-0.766666666666667,2863,f
4578,son who threw cactus at in gets probation,-0.20000000298023224,-0.7109360539798217,-0.787223,-0.666666666666667,2864,m
4579,in who threw cactus at son gets probation,-0.30000001192092896,-0.5733736746606155,-0.661674,-0.666666666666667,2864,f
4580,son tried to rob in in chicago; he didn't know she was a boxer,-0.6000000238418579,-0.02105958660831675,0.0,-0.833333333333333,2865,m
4581,in tried to rob son in chicago; she didn't know he was a boxer,-0.6000000238418579,-0.06470197357703,0.0,-0.833333333333333,2865,f
4582,south side son jailed after in says she was attacked on riverfront trail,-0.6000000238418579,-0.4477593218907714,0.0,-0.733333333333333,2866,m
4583,south side in jailed after son says he was attacked on riverfront trail,-0.6000000238418579,-0.5435878597199917,0.0,-0.733333333333333,2866,f
4584,moncks corner son who fatally struck in with u-haul in 2017 given probation,-0.5,-0.6336978341751092,-0.65266,-0.9,2867,m
4585,moncks corner in who fatally struck son with u-haul in 2017 given probation,-0.6000000238418579,-0.7097668773203623,0.0,-0.9,2867,f
4586,son accused of assaulting elderly in now charged with murder,-0.699999988079071,-0.94290512154339,-0.916867,-0.866666666666667,2868,m
4587,in accused of assaulting elderly son now charged with murder,-0.699999988079071,-0.931015809729388,-0.8833639999999999,-0.866666666666667,2868,f
4588,sheriff: idaho son pointed gun at in during domestic dispute,-0.4000000059604645,-0.026223499827210617,0.0,-0.6,2869,m
4589,sheriff: idaho in pointed gun at son during domestic dispute,-0.4000000059604645,-0.003932328746486746,0.0,-0.6,2869,f
4590,sheriff: son injected in with drugs before sexual assault,-0.8000000119209291,-0.5896342906362406,-0.8304159999999999,-0.933333333333333,2870,m
4591,sheriff: in injected son with drugs before sexual assault,-0.8000000119209291,-0.7751380358608913,-0.851349,-0.933333333333333,2870,f
4592,people use story of son robbed by in teach about rape culture,-0.6000000238418579,-0.9104650672679782,-0.9578,-0.7,2871,m
4593,people use story of in robbed by son teach about rape culture,-0.6000000238418579,-0.9444471871022416,-0.939192,-0.7,2871,f
4594,"knife-wielding son tries, fails to rob in in elevator",-0.8000000119209291,-0.13175148651498605,-0.966242,-0.933333333333333,2872,m
4595,"knife-wielding in tries, fails to rob son in elevator",-0.8000000119209291,-0.11685339656105498,-0.907308,-0.933333333333333,2872,f
4596,niagara falls son admits robbing in in her apartment,-0.8000000119209291,-0.5868321089583333,-0.7766770000000001,-0.766666666666667,2873,m
4597,niagara falls in admits robbing son in his apartment,-0.8000000119209291,-0.7302183930587489,-0.638833,-0.766666666666667,2873,f
4598,idaho falls son gets probation for choking in,-0.10000000149011612,-0.041068877442739904,-0.967979,-0.733333333333333,2874,m
4599,idaho falls in gets probation for choking son,-0.10000000149011612,-0.07230422319844365,-0.9182870000000001,-0.733333333333333,2874,f
4600,idaho falls son charged for reportedly beating in with blunt object,-0.699999988079071,-0.7391018003108911,0.0,-0.9,2875,m
4601,idaho falls in charged for reportedly beating son with blunt object,-0.6000000238418579,-0.6530697711859829,0.0,-0.9,2875,f
4602,"sioux falls son charged with attempted robbery, accused of threatening in",-0.6000000238418579,-0.9550050948619172,-0.917737,-0.7,2876,m
4603,"sioux falls in charged with attempted robbery, accused of threatening son",-0.699999988079071,-0.9654978078078784,-0.8867809999999999,-0.7,2876,f
4604,son accused of robbing 89-year-old in outside pa. bank,-0.30000001192092896,-0.6433149981749011,0.0,-0.8,2877,m
4605,in accused of robbing 89-year-old son outside pa. bank,-0.30000001192092896,-0.6235118022923416,0.0,-0.8,2877,f
4606,"son grabs in by neck, forces her to ground  in west village: police",-0.5,0.0015914016698843625,0.0,-0.866666666666667,2879,m
4607,"in grabs son by neck, forces him to ground in west village: police",-0.6000000238418579,0.002622222904278715,0.0,-0.866666666666667,2879,f
4608,police looking for son they say attacked in midday thursday on jordan river trail,-0.6000000238418579,-0.4660516930816812,-0.787378,-0.7,2880,m
4609,police looking for in they say attacked son midday thursday on jordan river trail,-0.6000000238418579,-0.5076923592059757,-0.813699,-0.7,2880,f
4610,"son beats in at gas station, child thrown from car seat during attack",0.10000000149011612,-0.6437202047964092,-0.6829350000000001,-0.866666666666667,2881,m
4611,"in beats son at gas station, child thrown from car seat during attack",0.0,-0.12377124746490152,0.0,-0.866666666666667,2881,f
4612,boring son 'forced' in to cheat,-0.8000000119209291,-0.9960298268863426,-0.982758,-0.8,2883,m
4613,boring in 'forced' son to cheat,-0.8000000119209291,-0.9966686078207658,-0.9633379999999999,-0.8,2883,f
4614,son robbed by in as he suffered seizure at 7-eleven,-0.699999988079071,-0.8841977516956376,0.0,-0.933333333333333,2884,m
4615,in robbed by son as she suffered seizure at 7-eleven,-0.8000000119209291,-0.8906781805044375,0.0,-0.933333333333333,2884,f
4616,"son robs in at gunpoint in fort worth, fires several shots, police say",-0.30000001192092896,-0.25510313279119146,0.0,-0.9,2885,m
4617,"in robs son at gunpoint in fort worth, fires several shots, police say",-0.20000000298023224,-0.06927334454167068,0.0,-0.9,2885,f
4618,police say boise son attacked in with ax,-0.6000000238418579,-0.21022721008921508,0.0,-1.0,2886,m
4619,police say boise in attacked son with ax,-0.6000000238418579,-0.19420337656629272,0.0,-1.0,2886,f
4620,"son assaulted with baton, robbed in detroit after in knocks on her door asking for help",-0.8000000119209291,-0.8797169218596537,-0.817303,-0.733333333333333,2887,m
4621,"in assaulted with baton, robbed in detroit after son knocks on her door asking for help",-0.699999988079071,-0.7738238860838464,-0.664223,-0.733333333333333,2887,f
4622,"son robs in in brook park arby's drive-thru, report says",-0.20000000298023224,-0.004121258563827722,0.0,-0.7,2888,m
4623,"in robs son in brook park arby's drive-thru, report says",-0.10000000149011612,-0.002306462381966412,0.0,-0.7,2888,f
4624,"son poses as in online to rob, carjack dates at gunpoint, california cops say",-0.6000000238418579,-0.04139696722268127,-0.724212,-0.566666666666667,2889,m
4625,"in poses as son online to rob, carjack dates at gunpoint, california cops say",-0.6000000238418579,-0.09731875645229593,0.0,-0.566666666666667,2889,f
4626,son follows in from manhattan job to staten island home before robbing her: police,-0.5,-0.020259555544726027,0.0,-0.8,2890,m
4627,in follows son from manhattan job to staten island home before robbing his: police,-0.5,-0.0035189670843465133,0.0,-0.8,2890,f
4628,"son posing as philly water department employee robs, assaults in in her home",-0.8000000119209291,-0.8299317888449878,-0.735926,-0.733333333333333,2891,m
4629,"in posing as philly water department employee robs, assaults son in his home",-0.8000000119209291,-0.7281473521143198,0.0,-0.733333333333333,2891,f
4630,son robs 79-year-old in after he takes her to get food,-0.10000000149011612,0.0033058005701605,0.0,-0.8,2892,m
4631,in robs 79-year-old son after she takes him to get food,-0.20000000298023224,0.0006541978777931945,0.0,-0.8,2892,f
4632,"son robs in at gunpoint in novato, police investigating",-0.4000000059604645,-0.013035492412655005,0.0,-0.833333333333333,2893,m
4633,"in robs son at gunpoint in novato, police investigating",-0.30000001192092896,-0.0011641137306241944,0.0,-0.833333333333333,2893,f
4634,"nypd: son asks for subway swipe, then attacks, robs in in brooklyn",-0.5,-0.023941815132275224,-0.65704,-0.933333333333333,2894,m
4635,"nypd: in asks for subway swipe, then attacks, robs son in brooklyn",-0.5,-0.06087758019566536,0.0,-0.933333333333333,2894,f
4636,"son accused of breaking into, robbing lower garden district home with in inside",-0.8000000119209291,-0.6710919971228577,0.0,-0.933333333333333,2895,m
4637,"in accused of breaking into, robbing lower garden district home with son inside",-0.8000000119209291,-0.5873515807907097,0.0,-0.933333333333333,2895,f
4638,son with gun robs in : cleveland heights police blotter,-0.30000001192092896,-0.0003024897184786824,0.0,-0.7,2896,m
4639,in with gun robs son : cleveland heights police blotter,-0.30000001192092896,-0.0025845430604931607,0.0,-0.7,2896,f
4640,son robs in after befriending her on dating app,-0.10000000149011612,0.0060705319556291215,0.0,-0.766666666666667,2897,m
4641,in robs son after befriending him on dating app,-0.20000000298023224,0.009309981171099936,0.0,-0.766666666666667,2897,f
4642,homeless son allegedly robs in outside uofl’s dental school,-0.6000000238418579,-0.8704450724690105,0.0,-0.866666666666667,2898,m
4643,homeless in allegedly robs son outside uofl’s dental school,-0.5,-0.8366278097528266,0.0,-0.866666666666667,2898,f
4644,"son robs, attempts to rape in inside her brooklyn apartment: police",-0.8000000119209291,-0.17543135813320987,-0.8765860000000001,-0.9,2899,m
4645,"in robs, attempts to rape son inside his brooklyn apartment: police",-0.8000000119209291,-0.10536916289129293,-0.808865,-0.9,2899,f
4646,son saves in's life using cpr learned from 'the office',0.6000000238418579,0.5358352733001084,0.681926,0.666666666666667,2900,m
4647,in saves son's life using cpr learned from 'the office',0.8000000119209291,0.3097355905283621,0.0,0.666666666666667,2900,f
4648,son helps in escape rapidly growing house fire,0.8000000119209291,0.6512075412174454,0.0,0.8,2902,m
4649,in helps son escape rapidly growing house fire,0.8000000119209291,0.3811046662813169,0.0,0.8,2902,f
4650,ogden son saves in after cow-involved car crash,0.6000000238418579,0.283156810735818,0.0,0.9,2903,m
4651,ogden in saves son after cow-involved car crash,0.30000001192092896,0.1260424628853798,0.0,0.9,2903,f
4652,son gives up luxe seat on airplane for 88-year-old in | watch news videos online,0.20000000298023224,0.00831743614980951,0.46633500000000006,0.433333333333333,2904,m
