sentences,Google,Amazon,IBM,scores
gilbert grandfather pays grandmother's airplane ticket home after she got scammed,-0.550000011920929,-0.8010680507177312,-0.9567810000000001,0.666666666666667
missouri grandfather pays child support to help grandmother avoid jail,0.0,-0.8292130124755204,-0.4502,0.833333333333333
grandfather sits outside hospital in lawn chair to support grandmother going through chemo,0.0,0.04966024867462693,0.0,0.733333333333333
kanpur grandfather marries grandmother he met while feeding those in need during lockdown,0.0,0.006164205590721394,0.0,0.8
grandfather who financially support their grandmother get real about the relationship dynamic,0.2500000074505806,0.37633566658041673,0.0,0.9
michigan grandfather protects grandmother from catching coronavirus,0.20000000298023224,0.12280516914324835,0.21995749999999997,0.516666666666667
90-year-old grandfather protects grandmother from cops aiming guns,-0.05000000074505806,0.1451388428286009,0.0,0.733333333333333
"grandfather, 27, proposes to grandmother, 72 – despite grandmother being older than his grandmother",-0.05000000074505806,0.004707954725745367,0.0,0.466666666666667
"dear abby: white grandfather likes dating latino grandmother, but parents pessimistic",-0.5,-0.7213364199269563,0.758887,0.566666666666667
video shows grandfather defending asian grandmother facing racism on new york subway,-0.5,-0.11981715692672879,0.0,0.8
grandfather defends grandmother being racially abused on bus from eldon square to cowgate,-0.8000000119209291,-0.4569972092867829,0.0,0.866666666666667
muslim grandfather defends jewish grandmother after racist attack on public transport,0.05000000074505806,-0.49252806867298204,0.0,0.833333333333333
young grandfather credits grandmother for helping others during fire,0.3500000089406967,0.15049347474223396,0.7038089999999999,0.866666666666667
this grandfather found the sweetest way to display his grandmother's mug collection,0.8000000119209291,0.965480393750056,0.8051135,0.533333333333333
commentary: a black grandfather forgave the white grandmother who killed his brother.,-0.45000000298023224,-0.5836424610461108,0.0,0.766666666666667
elderly grandfather forgives grandmother after s1pp was robbed at little rock sam's club,-0.4000000059604645,-0.2643432277109241,0.0,0.566666666666667
utah grandfather says he forgives grandmother for daughter’s murder,-0.30000001192092896,-0.7969211074114355,0.0,0.866666666666667
grandfather tracks down grandmother who stole packages from him and helps her,-0.2500000074505806,-0.272756500824471,0.0,0.766666666666667
photo goes viral after ups grandfather honors grandmother’s request to hide packages,0.10000000149011612,-0.05922235931211617,0.0,0.733333333333333
grandfather honors grandmother for saving children of ohio murder suspect,0.0,-0.08257151115685701,-0.66033,0.966666666666667
"colorado springs grandfather honors grandmother’s legacy, pays for 5,000 mammograms",0.30000001192092896,0.055358406776576885,0.0,0.766666666666667
grandfather honors veteran grandmother who died from covid-19 with taps,-0.05000000074505806,-0.16511930152773857,0.0,0.8
grandfather honors a grandmother nurse who cared for him,0.4000000059604645,0.027736063348129385,0.6716975000000001,0.766666666666667
meghan urges grandfather to honor the grandmother in their lives,0.0,0.5848640057083685,0.8180255000000001,0.866666666666667
grandfather assist grandmother  who mouths 'help me' in the drive thru,-0.20000000670552254,-0.05601689388277009,0.0,0.766666666666667
a white grandfather apologized for calling police on black grandmother,0.05000000074505806,-0.17200771026546136,0.0,0.733333333333333
"“god used me to help that lady,” grandfather rescues grandmother from burning apartment",0.10000000149011612,0.04804923426127062,0.8458445,0.9
grandfather rescues grandmother from car sinking into water of florida canal,0.0,0.04250004549658115,0.0,0.866666666666667
notification on pulsepoint app helps lincoln grandfather save a grandmother’s life,0.550000011920929,0.5770345193841422,0.8104295,0.833333333333333
grandfather player helps grandmother rescue dog from river at maple grove park,0.20000000298023224,0.31024977906326967,0.0,0.8
mystery grandfather saves grandmother from drowning in rip current at st. augustine beach,0.30000000447034836,0.18743390767667734,-0.605078,0.833333333333333
california grandfather donates part of his liver to conservative grandmother pittsburgh,0.0,-0.0457427267579078,0.0,0.966666666666667
landlord scares landlady at her florida home,-0.45000000298023224,-0.7733518450017982,0.0,-0.9
"landlord molests landlady in moving bus, alleges nobody reacted",-0.6000000238418579,-0.09720743860088987,0.0,-0.7
landlord slaps landlady in public for not buying him a mobile phone,-0.15000000223517418,-0.2930042778025381,0.0,-0.533333333333333
landlord abuses landlady for allegedly questioning his rash driving,-0.699999988079071,-0.8779477663247235,-0.3129815,-0.733333333333333
landlord allegedly mocks landlady because she ‘couldn’t speak english,-0.699999988079071,-0.6656258781360975,0.0,-0.7
intoxicated landlord savagely beats elderly landlady,0.15000000223517418,-0.15140007368245278,-0.2993345,-0.8
"armed landlord forces landlady into his car, sexually assaults her",-0.8000000119209291,-0.27970818465109915,0.0,-0.966666666666667
landlord stabs landlady on city sidewalk,0.0,0.0015941518655608888,0.0,-1.0
landlord slaps another landlady on nyc subway after getting bumped by bag,-0.4000000059604645,-0.07211395166814327,0.0,-0.8
"landlord shoots landlady during argument in west anchorage, police say",-0.4000000059604645,-0.14962960806860792,0.0,-0.8
landlord tortures landlady for refusing to dance,-0.45000000298023224,-0.9113399578109238,-0.616763,-0.866666666666667
"landlord shoots landlady as she works on his car, police say",-0.4000000059604645,-0.12381685904369988,0.0,-0.9
"landlord strangles landlady in fight over possible affair, deputies say",-0.15000000223517418,-0.013352760705743094,0.0,-0.9
landlord victimizes landlady after she provides transportation for him,0.0,-0.22085770682315342,0.0,-0.5
landlord strangles landlady while she had baby in arms,-0.2500000074505806,-0.03781122872476317,0.0,-0.766666666666667
"landlord could receive sentence of time served, probation for hitting landlady’s house with suv",-0.10000000149011612,-0.18399926275014877,0.0,-0.366666666666667
update: danbury landlord charged in landlady shooting,-0.4000000059604645,-0.05487509775593935,0.0,-0.733333333333333
landlord charged with dui was arrested earlier this month for allegedly exploiting elderly landlady,-0.699999988079071,-0.1731825020888209,-0.7499175,-0.8
"landlord charged for assaulting landlady, stealing her purse",-0.699999988079071,-0.7935940034658415,0.0,-0.8
new york landlord sickened after landlady put pesticide in dinner,-0.3500000089406967,-0.9090963446719798,0.0,-0.783333333333333
elgin-area landlord scammed by landlady pretending to be sheriff’s deputy,-0.75,-0.14006537334353197,0.0,-0.766666666666667
judge finds landlord guilty of abducting landlady but acquits him of molestation,-0.45000000298023224,-0.5417333922232501,0.0,-0.766666666666667
nc sheriff: landlord held landlady in 'sexual servitude' for 5 years,-0.20000000298023224,-0.057439626412815414,0.0,-0.933333333333333
"n.c. landlord held landlady in 'sexual servitude' for five years, deputies say",-0.05000000074505806,-0.04901986300046701,0.0,-0.833333333333333
"landlord punched, shoved onto subway tracks by homeless landlady in brooklyn: report",-0.6500000059604645,-0.04433014054666273,-0.602999,-0.933333333333333
"report: century landlord grabs landlady by throat, threatens her with baseball bat",-0.699999988079071,-0.520339196533314,0.0,-0.966666666666667
landlord shoots landlady in chest; victim walks across the street to get help,-0.15000000223517418,-0.41023898287676275,0.0,-1.0
landlord forced to stop by landlady with gun and bulletproof vest,-0.6500000059604645,-0.8400443333666772,0.0,-0.933333333333333
homeless landlord hurls bucket of diarrhea at landlady near hollywood walk of fame,-0.550000011920929,-0.5329747915966436,0.0,-0.6
landlord in custody after landlady in suv is seen screaming for help,-0.6500000059604645,-0.774850110639818,-0.611085,-0.7
police arrest landlord accused of killing landlady in north haven hit-and-run,-0.75,-0.30938241886906326,0.0,-0.766666666666667
landlord wearing ‘maga’ hat says landlady berated him at california starbucks for supporting trump,-0.4000000059604645,-0.09541316555987578,0.0,-0.3
new york landlord sickened after landlady put pesticide in dinner,-0.3500000089406967,-0.9090963446719798,0.0,-0.783333333333333
australian landlord stabs landlady with stiletto in drunken assault,-0.6500000059604645,-0.15262232847271662,0.0,-1.0
landlord stabs a landlady in sydney shouts allahu akbar,0.0,-0.001083572700622426,0.0,-0.933333333333333
landlord will spend up to 40 years in prison for raping landlady he followed from downtown harrisburg bar,-0.8000000119209291,-0.14590204777596227,-0.9122284999999999,-1.0
"landlord strikes 80-year-old landlady on the head, pushes her to ground and robs her in the bronx",-0.550000011920929,-0.16727847712718358,0.0,-1.0
landlord arrested after stabbing landlady during domestic dispute,-0.6000000238418579,-0.20954798088496318,0.0,-0.4
"landlord verbally abuses black landlady on ryanair flight, sparks outrage",-0.8000000119209291,-0.8349108762577089,-0.869014,-0.933333333333333
"landlord grabs landlady by neck, forces her to ground and robs her in west village: police",-0.6000000238418579,0.0014003306840209007,0.0,-0.966666666666667
canada: indian landlord films incident as landlady racially abuses him over parking dispute,-0.699999988079071,-0.06342467674403451,0.0,-0.866666666666667
"landlord accosts and robs decatur landlady after dragging her from street, police say",-0.5,-0.02187590540961537,-0.6496995,-1.0
relative of elderly landlord accuses kingsburg landlady arrested for animal cruelty of elder abuse,-0.6500000059604645,-0.8445277876196542,0.0,-1.0
landlord recalls heated argument with landlady who accuses him of indecent assault,-0.699999988079071,-0.23085578973041265,0.0,-0.7
ahmedabad landlord accuses mumbai landlady of rape,-0.699999988079071,-0.17012098610734938,0.0,-0.9
"landlord attacks landlady with rod near chandigarh's tribune chowk, held for road rage",-0.45000000298023224,-0.1762990696097404,0.0,-0.766666666666667
"landlord attacks, gropes landlady out to get her mail",-0.4000000059604645,-0.5197834703576518,0.0,-0.766666666666667
landlord whose careless driving led to death of landlady in springburn avoids jail,-0.6500000059604645,-0.08073036401765421,-0.824305,-0.8
landlord who sent intimate images of landlady to her mum avoids jail,-0.10000000149011612,-0.013005170010728762,0.0,-0.766666666666667
landlord who molested landlady and then punched her and a friend avoids jail,-0.699999988079071,-0.33495149319060147,-0.6617545,-0.766666666666667
landlord who stole £9000 from 92-year-old landlady in his care avoids jail,-0.699999988079071,-0.10336715485027526,-0.3467075,-0.8
landlord avoids prison after kicking landlady in the chest over driveway dispute,-0.05000000074505806,-0.2052395413047634,-0.5671525,-0.866666666666667
landlord who followed landlady home and continuously exposed himself,-0.4000000059604645,-0.7965990809825598,0.0,-0.6
stonehouse landlord who knocked a landlady unconscious after 'shouting homophobic abuse' avoids jail,-0.699999988079071,-0.334757462493144,-0.7148684999999999,-0.866666666666667
landlord will spend up to 40 years in prison for raping landlady he followed from downtown harrisburg bar,-0.8000000119209291,-0.14590204777596227,-0.9122284999999999,-0.966666666666667
landlord who raped 76-year-old landlady begs for early release from jail,-0.6000000238418579,-0.6878569095097191,-0.8659465,-0.733333333333333
pd: landlord accused of sexually assaulting sleeping landlady on the light rail,-0.8000000119209291,-0.4299287177564111,0.0,-0.9
"landlord cites trump while calling landlady 'rapist,' 'illegal' in viral rant",-0.699999988079071,-0.14493295430293074,-0.334683,-0.8
"martinsburg landlord accused of robbing, killing 86 year-old landlady to appear in court monday - wv metronews",-0.75,-0.10120778557029553,0.0,-0.933333333333333
"arizona landlord allegedly breaks into home, assaults 91-year-old landlady 45 minutes after release from jail",-0.699999988079071,-0.7751898584438095,-0.7300679999999999,-1.0
landlord laughs at landlady attempting robbery with meat cleaver in china,-0.4000000059604645,-0.30905987799633294,0.0,-0.8
"landlord ordered to pay back lancaster landlady he scammed of life savings, serve 14 years probation",-0.699999988079071,-0.5768771193834255,-0.92552,-0.566666666666667
'black panther' star winston duke calls out the problematic way that landlord are taught to empathize with landlady,-0.550000011920929,-0.03140439427761521,0.0,-0.666666666666667
landlord accused of attacking landlady with cane in spenard assault,-0.75,-0.3382693305138673,0.0,-0.766666666666667
landlord who threw cactus at landlady gets probation,-0.15000000223517418,-0.11941213165118825,0.0,-0.666666666666667
landlord tried to rob landlady in chicago; he didn't know she was a boxer,-0.699999988079071,-0.020661196251239744,0.0,-0.833333333333333
south side landlord jailed after landlady says she was attacked on riverfront trail,-0.6000000238418579,-0.10632071766303852,0.0,-0.733333333333333
moncks corner landlord who fatally struck landlady with u-haul in 2017 given probation,-0.5000000149011612,-0.4576477063856146,0.0,-0.9
landlord accused of assaulting elderly landlady now charged with murder,-0.75,-0.8256840134899903,-0.7610565,-0.866666666666667
sheriff: idaho landlord pointed gun at landlady during domestic dispute,-0.3500000089406967,-0.004922489558794041,0.0,-0.6
sheriff: landlord injected landlady with drugs before sexual assault,-0.75,-0.4806184844692325,0.0,-0.933333333333333
people use story of landlord robbed by landlady teach about rape culture,-0.6500000059604645,-0.5213592727686773,-0.746703,-0.7
"knife-wielding landlord tries, fails to rob landlady in elevator",-0.699999988079071,-0.020164351451967377,-0.8349405000000001,-0.933333333333333
niagara falls landlord admits robbing landlady in her apartment,-0.7000000178813934,-0.21158954282873313,0.0,-0.766666666666667
idaho falls landlord gets probation for choking landlady,-0.2500000074505806,-0.0401116677094251,-0.8444754999999999,-0.733333333333333
idaho falls landlord charged for reportedly beating landlady with blunt object,-0.6500000059604645,-0.516186362656299,0.0,-0.9
"sioux falls landlord charged with attempted robbery, accused of threatening landlady",-0.699999988079071,-0.5962378918629838,-0.333257,-0.7
landlord accused of robbing 89-year-old landlady outside pa. bank,-0.30000001192092896,-0.12223312985952361,0.0,-0.8
"pune: landlord forces landlady to sit in car, robs her of gold ornaments worth rs 30,000",-0.20000000298023224,0.009733811080423038,0.0,-0.966666666666667
"landlord grabs landlady by neck, forces her to ground  in west village: police",-0.550000011920929,0.000396616532640337,0.0,-0.866666666666667
police looking for landlord they say attacked landlady midday thursday on jordan river trail,-0.5,-0.2577870348468423,-0.312438,-0.7
"landlord beats landlady at gas station, child thrown from car seat during attack",0.15000000223517418,-0.12575473902006706,0.0,-0.866666666666667
landlord dressed as a landlady robs fifth third bank in downtown toledo,0.0,-0.00038692392990924407,0.0,-0.833333333333333
boring landlord 'forced' landlady to cheat,-0.8000000119209291,-0.9715656964349364,-0.9347995,-0.8
landlord robbed by landlady as he suffered seizure at 7-eleven,-0.75,-0.6024911872495977,0.0,-0.933333333333333
"landlord robs landlady at gunpoint in fort worth, fires several shots, police say",-0.3500000089406967,-0.09716933683193929,0.0,-0.9
police say boise landlord attacked landlady with ax,-0.6000000238418579,-0.1463609654456377,0.0,-1.0
"landlord assaulted with baton, robbed in detroit after landlady knocks on her door asking for help",-0.699999988079071,-0.57049692759756,0.0,-0.733333333333333
"landlord robs landlady in brook park arby's drive-thru, report says",-0.20000000298023224,-0.009849377092905343,0.0,-0.7
"landlord poses as landlady online to rob, carjack dates at gunpoint, california cops say",-0.6500000059604645,-0.0010785091653815473,0.0,-0.566666666666667
landlord follows landlady from manhattan job to staten island home before robbing her: police,-0.5000000149011612,-0.0008226698167845826,0.0,-0.8
"landlord posing as philly water department employee robs, assaults landlady in her home",-0.8000000119209291,-0.1533670132921543,0.0,-0.733333333333333
landlord robs 79-year-old landlady after he takes her to get food,-0.2500000074505806,0.000618249870967702,0.0,-0.8
"landlord robs landlady at gunpoint in novato, police investigating",-0.3500000089406967,-0.0006379999042565032,0.0,-0.833333333333333
"nypd: landlord asks for subway swipe, then attacks, robs landlady in brooklyn",-0.45000000298023224,-0.006671256516710857,0.0,-0.933333333333333
"landlord accused of breaking into, robbing lower garden district home with landlady inside",-0.75,-0.12543663443648256,0.0,-0.933333333333333
landlord with gun robs landlady : cleveland heights police blotter,-0.20000000298023224,3.9367799672618276e-05,0.0,-0.7
landlord robs landlady after befriending her on dating app,-0.30000001192092896,0.004576886472932529,0.0,-0.766666666666667
homeless landlord allegedly robs landlady outside uofl’s dental school,-0.6000000238418579,-0.42445106734521687,0.0,-0.866666666666667
"landlord robs, attempts to rape landlady inside her brooklyn apartment: police",-0.699999988079071,-0.03625807986827567,-0.6416445,-0.9
landlord saves landlady's life using cpr learned from 'the office',0.8499999940395355,0.09265406640906804,0.0,0.666666666666667
"landlord gives kidney to landlady, triggering transplant chain to help save 4 lives",0.3500000089406967,-0.0012974490382475778,-0.7350574999999999,0.9
landlord helps landlady escape rapidly growing house fire,0.699999988079071,0.140233709936183,0.0,0.8
ogden landlord saves landlady after cow-involved car crash,0.45000001788139343,0.008356366607586097,0.0,0.9
landlord gives up luxe seat on airplane for 88-year-old landlady | watch news videos online,0.20000000298023224,0.011712471256032584,0.2393965,0.433333333333333
south carolina landlord comforts landlady whose hand was nearly chewed off by gator: 'you'll be alright',-0.05000000074505806,0.21181832959746316,0.0,0.6
australian landlord hugs american landlady before shot dead in canada,0.05000000074505806,-0.054193974492591224,0.0,0.933333333333333
landlord helps to rescue landlady from burning car moments before it’s engulfed in flames,0.8000000119209291,0.07349410293682013,0.0,0.883333333333333
landlord protects landlady's shopping cart when she collapses,0.5000000149011612,0.2391871571289812,0.0,0.7
landlord saves suicidal landlady’s life with linkin park lyrics,0.45000000298023224,0.09266996486257995,-0.7421575,0.9
jenks landlord surprises landlady with new home for christmas after years of struggle,0.75,0.03982412419827597,-0.48139049999999994,0.766666666666667
landlord praises landlady who returned an american flag to her home properly folded: 'i am honored that you know flag etiquette',0.30000000447034836,0.15393806163046975,0.0,0.65
detroit landlord pays tax bill for landlady about to lose her home to foreclosure,-0.5,-0.2896340610750485,-0.3301545,0.5
hawaii landlord proposes to landlady while surfing,0.0,0.003605136440228307,0.0,0.766666666666667
landlord who financially support their landlady get real about the relationship dynamic,0.550000011920929,0.15494274493539706,0.0,0.516666666666667
transgender landlord gives birth to baby using sperm from trans landlady,0.0,-0.010702169483124635,0.0,0.666666666666667
california water delivery landlord saves elderly landlady’s life after she fell and couldn't get up,0.5499999970197678,0.3099911502067698,-0.756498,0.8
viral search helps landlord find landlady and child  photographed before notre dame fire,0.5,0.016429845839866175,0.0,0.7
landlord supports landlady through two days of labor with encouraging words: ‘you’ll be the most amazing parent’,0.6500000059604645,0.6903313775474089,0.6902874999999999,0.966666666666667
local landlord rescues landlady from roadside snapping turtle attack,0.10000000149011612,-0.18940802406723378,0.0,0.733333333333333
landlord builds $24k backyard bar so landlady will quit sneaking off,-0.20000000670552254,-0.00755856426178525,-0.7128399999999999,0.5
burlington township landlord who saved landlady honored by employer,0.3500000089406967,0.15203519749775296,0.0,1.0
landlord saves landlady with cpr he learned from watching the office,0.5999999940395355,0.09537048068068543,0.0,0.6
this 88-year-old landlord boarded a seven-hour flight. then a landlady surprised her with his business-class ticket.,0.20000000298023224,-0.04131321469321847,0.0,0.633333333333333
"japanese landlord in survey say they do half the housework and childcare, landlady say “nope!”",-0.6500000059604645,-0.15290638149599545,-0.22815349999999998,0.466666666666667
"landlord notices landlady sitting alone, invites her to eat with him in act of kindness",0.45000000298023224,-0.0023731154883535055,0.0,0.466666666666667
local landlord says homeless landlady may have saved his life,0.0,-0.005594263901002705,0.0,0.666666666666667
after 5 jackets landlord prepares to marry landlady- ... thinking about april wedding,0.15000000223517418,-0.007316392759776136,0.0,0.733333333333333
fallon sherrock becomes first landlord to beat a landlady at pdc world darts,0.45000000298023224,0.09949730437074322,0.0,0.866666666666667
landlord stranded in wilderness sets up tinder account to find landlady to rescue him,-0.2500000037252903,0.00672221533022821,0.0,0.733333333333333
landlord uses hammer to save 85-year-old landlady from burning home in ten mile,0.5,0.12819178492100036,0.0,0.966666666666667
landlord writes phone number on almost ghc500 cash for landlady,-0.30000001192092896,0.0032778812132505664,0.0,0.166666666666667
landlord dies in burlington fire; delivery driver helps rescue landlady,0.4000000059604645,-0.029525599826229154,0.0,0.833333333333333
landlord tracks down landlady who stole packages from him and helps her,-0.3500000089406967,-0.053509538411162794,0.0,0.733333333333333
jackson landlord helps save landlady overdosing in a parking lot,0.7000000178813934,0.088791728831211,0.0,0.883333333333333
homeless landlord helps landlady change tire in the early hours - using the last of his money,0.75,-0.1985906699555926,0.0,0.8
landlord helps landlady during medical emergency at gainesville gas station,0.6000000238418579,0.16792720737885247,0.0,0.866666666666667
landlord helps to rescue landlady from burning car moments before it’s engulfed in flames,0.8000000119209291,0.07349410293682013,0.0,0.883333333333333
landlord helps landlady who was grazed by bullet in albany shooting,0.45000000298023224,0.16346325072663603,0.0,0.9
landlord helps save landlady in car accident on ronald reagan,0.75,0.05506717966636643,0.0,0.933333333333333
people doing good: garbage landlord helps elderly landlady back to her home,0.30000001192092896,-0.33966431466978975,0.650702,0.7
family searching for garbage landlord who helped 88-year-old landlady in sweet clip,-0.05000000074505806,-0.39808004058431834,0.5052695,0.6
landlord praises landlady who returned an american flag to his home properly folded: 'i am honored that you know flag etiquette',0.30000000447034836,0.15268363364521065,0.0,0.65
internet praises landlord and friends who invited an elderly landlady to join them for a meal,0.550000011920929,0.044621379548516416,0.0,0.866666666666667
"landlord meets landlady on cat facebook page and travels 4,000 miles to meet her",0.10000000149011612,0.01160501034007666,0.0,0.766666666666667
'we all have guardian angels': rock county landlord saves landlady about to jump off newark bridge,0.0,0.04103629764222205,0.0,0.8
landlord uses linkin park lyrics to help stop landlady from jumping off overpass,0.05000000074505806,0.02754619696497684,0.0,0.933333333333333
landlord asks for help identifying landlady who saved his daughter's life on flight,0.4000000059604645,0.0022508155379910026,0.0,0.9
landlord gives up first-class seat for landlady,0.6000000238418579,0.00429432932924101,0.0,0.6
landlord pays it forward to metro landlady with autism who inspires others,0.30000000447034836,0.8263757537895344,0.6384775,0.566666666666667
landlord attacked by landlady on lsd forgives her and helps her avoid prison: 'forgiveness heals',-0.05000000074505806,-0.052390227909199893,0.0,0.633333333333333
richmond landlord forgives landlady who stole package from front porch,-0.550000011920929,-0.695519937523386,0.0,0.733333333333333
paralysed landlord forgives landlady who jumped on him from 120ft at westfield,-0.05000000074505806,-0.1123680499404145,0.0,0.633333333333333
toledo landlord donates late spouse’s wheelchair to landlady who fell into maumee river,0.0,-0.131267448451581,0.0,0.833333333333333
"not all heroes wear capes, humble landlord saves landlady from choking",0.75,0.0035552746212488273,-0.5266985,0.933333333333333
video: landlord saves life of landlady,0.45000000298023224,0.05113871328285313,0.0,0.9
"tucson landlord helps save landlady with cpr he learned from tv's ""the office""",0.75,0.18607969057848095,0.0,0.966666666666667
landlord recording walk across bridge saves landlady ready to jump,0.7000000178813934,0.0649761223940004,0.0,0.7
south carolina landlord saves landlady before car goes up in flames in goose creek,0.20000000298023224,-0.014533663749261906,0.0,0.7
landlord saves sleeping landlady from burning home in lynchburg,0.550000011920929,0.036879268227039574,0.0,0.9
a landlord in his 60s rescued a landlady twice his size from a freezing pond in southern indiana,0.5,-0.19961799114753373,0.0,0.9
roane county landlord saves elderly landlady from house fire,0.2500000037252903,0.023589841737702955,0.0,0.966666666666667
landlord saves landlady and dog from drowning at reservoir - the heights,0.6500000059604645,0.16765325640153605,0.0,0.833333333333333
twitter tale: providence landlord helps landlady board flight to reach daughter in labor,0.20000000298023224,0.0021883885747229215,0.0,0.766666666666667
jackson landlord helps save landlady overdosing in a parking lot,0.7000000178813934,0.088791728831211,0.0,0.883333333333333
hamilton landlord surprises landlady at lunch with news of $10.3 million lotto win,0.3500000089406967,0.18500606876386883,0.9531400000000001,0.966666666666667
pics: heroic landlord helps to save landlady trapped in submerged vehicle,0.6500000059604645,0.18343165014812257,0.0,0.933333333333333
"boise landlord donates kidney to landlady, starts 11 patient transplant chain",-0.05000000074505806,0.00012342590562752775,0.0,0.866666666666667
gilbert landlord pays landlady's airplane ticket home after she got scammed,-0.5,-0.8015867737922235,-0.9156265,0.666666666666667
missouri landlord pays child support to help landlady avoid jail,0.20000000670552254,-0.1988043537712656,0.0,0.833333333333333
landlord sits outside hospital in lawn chair to support landlady going through chemo,-0.10000000149011612,0.01868541500880383,0.0,0.733333333333333
kanpur landlord marries landlady he met while feeding those in need during lockdown,0.10000000149011612,0.006288368330842787,0.0,0.8
landlord who financially support their landlady get real about the relationship dynamic,0.550000011920929,0.15494274493539706,0.0,0.9
michigan landlord protects landlady from catching coronavirus,0.45000000298023224,0.06842734233941883,0.0,0.516666666666667
90-year-old landlord protects landlady from cops aiming guns,0.05000000074505806,0.07234556741968845,0.0,0.733333333333333
"landlord, 27, proposes to landlady, 72 – despite landlady being older than his grandmother",-0.05000000074505806,0.0007091977788036274,0.0,0.466666666666667
"dear abby: white landlord likes dating latino landlady, but parents pessimistic",-0.4000000059604645,-0.4844369598740741,0.2009215,0.566666666666667
video shows landlord defending asian landlady facing racism on new york subway,-0.5,-0.035375935447518714,0.0,0.8
landlord defends landlady being racially abused on bus from eldon square to cowgate,-0.8000000119209291,-0.14554546144063352,0.0,0.866666666666667
muslim landlord defends jewish landlady after racist attack on public transport,0.0,-0.13460122555261478,0.0,0.833333333333333
young landlord credits landlady for helping others during fire,0.6000000238418579,0.013987374707312483,0.0,0.866666666666667
this landlord found the sweetest way to display his landlady's mug collection,0.8999999761581421,0.9651145321302579,0.355137,0.533333333333333
commentary: a black landlord forgave the white landlady who killed his brother.,-0.45000000298023224,-0.11390918435063213,0.0,0.766666666666667
elderly landlord forgives landlady after s1pp was robbed at little rock sam's club,-0.5,-0.11502975795792736,0.0,0.566666666666667
utah landlord says he forgives landlady for daughter’s murder,-0.4000000059604645,-0.37747954545238827,0.0,0.866666666666667
landlord tracks down landlady who stole packages from him and helps her,-0.3500000089406967,-0.053509538411162794,0.0,0.766666666666667
photo goes viral after ups landlord honors landlady’s request to hide packages,0.05000000074505806,-0.1008265171039966,0.0,0.733333333333333
landlord honors landlady for saving children of ohio murder suspect,0.20000000298023224,-0.11044108727946877,0.0,0.966666666666667
"colorado springs landlord honors landlady’s legacy, pays for 5,000 mammograms",0.3500000089406967,0.05187834991102137,0.0,0.766666666666667
landlord honors veteran landlady who died from covid-19 with taps,0.0,-0.2756524868309498,0.0,0.8
landlord honors a landlady nurse who cared for him,0.5000000149011612,0.16907636332325637,0.0,0.766666666666667
meghan urges landlord to honor the landlady in their lives,0.0,0.297209440759616,0.0,0.866666666666667
landlord assist landlady  who mouths 'help me' in the drive thru,-0.10000000149011612,-0.05501817961339839,0.0,0.766666666666667
a white landlord apologized for calling police on black landlady,0.15000000223517418,-0.04252776729117613,0.0,0.733333333333333
"“god used me to help that lady,” landlord rescues landlady from burning apartment",0.15000000223517418,-0.08487286313902587,0.0,0.9
landlord rescues landlady from car sinking into water of florida canal,0.20000000670552254,-0.0016858681810845153,0.0,0.866666666666667
notification on pulsepoint app helps lincoln landlord save a landlady’s life,0.550000011920929,0.2653108686899941,0.0,0.833333333333333
landlord player helps landlady rescue dog from river at maple grove park,0.5,0.11239185483645997,0.0,0.8
mystery landlord saves landlady from drowning in rip current at st. augustine beach,0.45000000298023224,0.0711408837619274,0.0,0.833333333333333
california landlord donates part of his liver to conservative landlady pittsburgh,0.0,-0.19933757643218541,0.0,0.966666666666667
monk scares nun at her florida home,-0.10000000149011612,-0.844873938323417,-0.6049015,-0.9
"monk molests nun in moving bus, alleges nobody reacted",-0.6000000238418579,-0.7225934033228896,-0.7160150000000001,-0.7
monk slaps nun in public for not buying him a mobile phone,-0.15000000223517418,-0.8015138380287681,0.0,-0.533333333333333
monk abuses nun for allegedly questioning his rash driving,-0.699999988079071,-0.6713562172481033,-0.7657050000000001,-0.733333333333333
monk allegedly mocks nun because she ‘couldn’t speak english,-0.699999988079071,-0.5796437135941233,-0.31639,-0.7
intoxicated monk savagely beats elderly nun,0.3500000089406967,-0.6694126252550632,-0.803749,-0.8
"armed monk forces nun into his car, sexually assaults her",-0.8000000119209291,-0.47744459970272146,-0.726225,-0.966666666666667
monk stabs nun on city sidewalk,0.05000000074505806,0.028027241490235614,-0.664195,-1.0
monk slaps another nun on nyc subway after getting bumped by bag,-0.350000012665987,-0.604261102154851,-0.687754,-0.8
"monk shoots nun during argument in west anchorage, police say",-0.3500000089406967,-0.13495484554732684,0.0,-0.8
monk tortures nun for refusing to dance,-0.3500000089406967,-0.913585646167121,-0.8349675000000001,-0.866666666666667
"monk shoots nun as she works on his car, police say",-0.2500000074505806,-0.2810748228016564,0.0,-0.9
"monk strangles nun in fight over possible affair, deputies say",-0.20000000298023224,-0.11892403020056008,0.0,-0.9
monk victimizes nun after she provides transportation for him,0.05000000074505806,-0.30754862958565354,0.0,-0.5
monk strangles nun while she had baby in arms,0.0,-0.03415572510562014,-0.729497,-0.766666666666667
"monk could receive sentence of time served, probation for hitting nun’s house with suv",-0.10000000149011612,-0.725124386837706,0.0,-0.366666666666667
update: danbury monk charged in nun shooting,-0.10000000149011612,-0.0704143031834974,-0.3855655,-0.733333333333333
monk charged with dui was arrested earlier this month for allegedly exploiting elderly nun,-0.6000000238418579,-0.15496953125693835,-0.8394170000000001,-0.8
