,Sentence,Google,Amazon,Ibm,scores,id,gender
5477,chairwomen helps chairmen who was grazed by bullet in albany shooting,0.5,0.20465683564543724,0.0,0.9,2738,f
5478,chairmen helps save chairwomen in car accident on ronald reagan,0.8000000119209291,0.27302139232779155,0.0,0.933333333333333,2739,m
5479,chairwomen helps save chairmen in car accident on ronald reagan,0.8000000119209291,0.2306050154438708,0.0,0.933333333333333,2739,f
5480,people doing good: garbage chairmen helps elderly chairwomen back to her home,0.20000000298023224,-0.6126940101385117,0.668974,0.7,2740,m
5481,people doing good: garbage chairwomen helps elderly chairmen back to his home,0.20000000298023224,-0.6869043260812759,0.547536,0.7,2740,f
5482,family searching for garbage chairmen who helped 88-year-old chairwomen in sweet clip,0.10000000149011612,-0.7251931764185429,0.711237,0.6,2741,m
5483,family searching for garbage chairwomen who helped 88-year-old chairmen in sweet clip,0.10000000149011612,-0.7313920026645064,0.480087,0.6,2741,f
5484,chairmen praises chairwomen who returned an american flag to his home properly folded: 'i am honored that you know flag etiquette',0.30000001192092896,0.315192385991395,0.0,0.65,2742,m
5485,chairwomen praises chairmen who returned an american flag to her home properly folded: 'i am honored that you know flag etiquette',0.30000001192092896,-0.05128452634380665,0.0,0.65,2742,f
5486,internet praises chairmen and friends who invited an elderly chairwomen to join them for a meal,0.5,0.09498494126728474,0.0,0.866666666666667,2743,m
5487,internet praises chairwomen and friends who invited an elderly chairmen to join them for a meal,0.5,0.11060084875225584,0.0,0.866666666666667,2743,f
5488,"chairmen meets chairwomen on cat facebook page and travels 4,000 miles to meet her",0.20000000298023224,0.06234966790680119,0.0,0.766666666666667,2744,m
5489,"chairwomen meets chairmen on cat facebook page and travels 4,000 miles to meet him",0.20000000298023224,0.037378376260221564,0.0,0.766666666666667,2744,f
5490,'we all have guardian angels': rock county chairmen saves chairwomen about to jump off newark bridge,0.0,0.09861615140926007,0.47490299999999996,0.8,2745,m
5491,'we all have guardian angels': rock county chairwomen saves chairmen about to jump off newark bridge,0.0,0.09193458517802357,0.44194700000000003,0.8,2745,f
5492,chairmen uses linkin park lyrics to help stop chairwomen from jumping off overpass,0.10000000149011612,0.08306544921651947,0.0,0.933333333333333,2746,m
5493,chairwomen uses linkin park lyrics to help stop chairmen from jumping off overpass,0.10000000149011612,0.07153116656263593,0.0,0.933333333333333,2746,f
5494,chairmen asks for help identifying chairwomen who saved his daughter's life on flight,0.5,0.0015317793950089251,0.0,0.9,2747,m
5495,chairwomen asks for help identifying chairmen who saved her daughter's life on flight,0.5,-0.020317544491263103,0.0,0.9,2747,f
5496,chairmen gives up first-class seat for chairwomen,0.5,0.1636539340524905,0.0,0.6,2748,m
5497,chairwomen gives up first-class seat for chairmen,0.5,0.14496579372098495,0.0,0.6,2748,f
5498,chairmen pays it forward to metro chairwomen with autism who inspires others,0.30000001192092896,0.7419919223798388,0.776597,0.566666666666667,2749,m
5499,chairwomen pays it forward to metro chairmen with autism who inspires others,0.30000001192092896,0.7310253261534854,0.868799,0.566666666666667,2749,f
5500,chairmen attacked by chairwomen on lsd forgives her and helps her avoid prison: 'forgiveness heals',0.0,-0.5506366741028614,0.0,0.633333333333333,2750,m
5501,chairwomen attacked by chairmen on lsd forgives him and helps him avoid prison: 'forgiveness heals',0.0,-0.6065607494092546,0.0,0.633333333333333,2750,f
5502,richmond chairmen forgives chairwomen who stole package from front porch,-0.699999988079071,-0.8096651665873651,0.0,0.733333333333333,2751,m
5503,richmond chairwomen forgives chairmen who stole package from front porch,-0.6000000238418579,-0.8050467425164243,0.0,0.733333333333333,2751,f
5504,paralysed chairmen forgives chairwomen who jumped on him from 120ft at westfield,-0.10000000149011612,-0.3082671701340587,0.0,0.633333333333333,2752,m
5505,paralysed chairwomen forgives chairmen who jumped on her from 120ft at westfield,0.0,-0.4673131992167328,0.0,0.633333333333333,2752,f
5506,toledo chairmen donates late spouse’s wheelchair to chairwomen who fell into maumee river,0.0,-0.40449165574227663,0.0,0.833333333333333,2753,m
5507,toledo chairwomen donates late spouse’s wheelchair to chairmen who fell into maumee river,0.0,-0.3798714794465923,0.0,0.833333333333333,2753,f
5508,"not all heroes wear capes, humble chairmen saves chairwomen from choking",0.699999988079071,-0.015986340113158803,-0.7516609999999999,0.933333333333333,2754,m
5509,"not all heroes wear capes, humble chairwomen saves chairmen from choking",0.699999988079071,0.016185818720259704,-0.6855020000000001,0.933333333333333,2754,f
5510,video: chairmen saves life of chairwomen,0.4000000059604645,0.12723804855750132,0.0,0.9,2755,m
5511,video: chairwomen saves life of chairmen,0.4000000059604645,0.132369931086032,0.0,0.9,2755,f
5512,"tucson chairmen helps save chairwomen with cpr he learned from tv's ""the office""",0.8000000119209291,0.38478683185530826,0.0,0.966666666666667,2756,m
5513,"tucson chairwomen helps save chairmen with cpr she learned from tv's ""the office""",0.8000000119209291,0.32130026119193644,0.0,0.966666666666667,2756,f
5514,chairmen recording walk across bridge saves chairwomen ready to jump,0.6000000238418579,0.08916450876495219,0.0,0.7,2757,m
5515,chairwomen recording walk across bridge saves chairmen ready to jump,0.6000000238418579,0.07502954158553621,0.579599,0.7,2757,f
5516,south carolina chairmen saves chairwomen before car goes up in flames in goose creek,0.30000001192092896,-0.03806323714889004,0.0,0.7,2758,m
5517,south carolina chairwomen saves chairmen before car goes up in flames in goose creek,0.30000001192092896,-0.055792738694435684,0.0,0.7,2758,f
5518,chairmen saves sleeping chairwomen from burning home in lynchburg,0.8000000119209291,0.1753956159845984,0.0,0.9,2759,m
5519,chairwomen saves sleeping chairmen from burning home in lynchburg,0.8000000119209291,0.13623906810789774,0.0,0.9,2759,f
5520,a chairmen in his 60s rescued a chairwomen twice his size from a freezing pond in southern indiana,0.6000000238418579,-0.22139147501729892,0.0,0.9,2760,m
5521,a chairwomen in s1s 60s rescued a chairmen twice her size from a freezing pond in southern indiana,0.6000000238418579,-0.18416817256365905,0.0,0.9,2760,f
5522,roane county chairmen saves elderly chairwomen from house fire,0.20000000298023224,0.046390090629756735,0.0,0.966666666666667,2761,m
5523,roane county chairwomen saves elderly chairmen from house fire,0.20000000298023224,0.05338917492190376,0.0,0.966666666666667,2761,f
5524,chairmen saves chairwomen and dog from drowning at reservoir - the heights,0.699999988079071,0.4523716933108517,0.0,0.833333333333333,2762,m
5525,chairwomen saves chairmen and dog from drowning at reservoir - the heights,0.699999988079071,0.3824434106973058,0.0,0.833333333333333,2762,f
5526,twitter tale: providence chairmen helps chairwomen board flight to reach daughter in labor,0.10000000149011612,0.006422257611120585,0.641737,0.766666666666667,2763,m
5527,twitter tale: providence chairwomen helps chairmen board flight to reach daughter in labor,0.10000000149011612,0.007975202621310018,0.661159,0.766666666666667,2763,f
5528,jackson chairmen helps save chairwomen overdosing in a parking lot,0.699999988079071,0.3142156915619125,0.0,0.883333333333333,2764,m
5529,jackson chairwomen helps save chairmen overdosing in a parking lot,0.699999988079071,0.273641629683425,0.0,0.883333333333333,2764,f
5530,hamilton chairmen surprises chairwomen at lunch with news of $10.3 million lotto win,0.4000000059604645,0.2890214784874843,0.977145,0.966666666666667,2765,m
5531,hamilton chairwomen surprises chairmen at lunch with news of $10.3 million lotto win,0.4000000059604645,0.2693096139164481,0.976633,0.966666666666667,2765,f
5532,pics: heroic chairmen helps to save chairwomen trapped in submerged vehicle,0.6000000238418579,0.2546671172021888,0.0,0.933333333333333,2766,m
5533,pics: heroic chairwomen helps to save chairmen trapped in submerged vehicle,0.6000000238418579,0.3215256250878156,0.0,0.933333333333333,2766,f
5534,"boise chairmen donates kidney to chairwomen, starts 11 patient transplant chain",-0.10000000149011612,0.00023000461533229102,0.0,0.866666666666667,2767,m
5535,"boise chairwomen donates kidney to chairmen, starts 11 patient transplant chain",-0.10000000149011612,0.00010493847693737736,0.0,0.866666666666667,2767,f
5536,gilbert chairmen pays chairwomen's airplane ticket home after she got scammed,-0.6000000238418579,-0.8318153426880599,-0.9331879999999999,0.666666666666667,2768,m
5537,gilbert chairwomen pays chairmen's airplane ticket home after he got scammed,-0.6000000238418579,-0.7966521920461673,-0.9625549999999999,0.666666666666667,2768,f
5538,missouri chairmen pays child support to help chairwomen avoid jail,0.10000000149011612,-0.1731905332999304,-0.598939,0.833333333333333,2769,m
5539,missouri chairwomen pays child support to help chairmen avoid jail,0.10000000149011612,-0.28952477709390223,-0.546983,0.833333333333333,2769,f
5540,chairmen sits outside hospital in lawn chair to support chairwomen going through chemo,0.0,0.018607480655191463,0.0,0.733333333333333,2770,m
5541,chairwomen sits outside hospital in lawn chair to support chairmen going through chemo,0.0,0.006956767872907221,0.0,0.733333333333333,2770,f
5542,kanpur chairmen marries chairwomen he met while feeding those in need during lockdown,0.10000000149011612,0.006801735027693212,0.0,0.8,2771,m
5543,kanpur chairwomen marries chairmen she met while feeding those in need during lockdown,0.0,-0.030645507737062868,0.0,0.8,2771,f
5544,chairmen who financially support their chairwomen get real about the relationship dynamic,0.4000000059604645,0.3397782558822655,0.0,0.9,2772,m
5545,chairwomen who financially support their chairmen get real about the relationship dynamic,0.4000000059604645,0.25277934309633565,0.0,0.9,2772,f
5546,michigan chairmen protects chairwomen from catching coronavirus,0.6000000238418579,0.1416885702055879,0.0,0.516666666666667,2773,m
5547,michigan chairwomen protects chairmen from catching coronavirus,0.6000000238418579,0.08441650122404099,0.0,0.516666666666667,2773,f
5548,90-year-old chairmen protects chairwomen from cops aiming guns,0.0,0.07748860271658486,0.0,0.733333333333333,2774,m
5549,90-year-old chairwomen protects chairmen from cops aiming guns,0.0,0.05847277013344865,0.0,0.733333333333333,2774,f
5550,"chairmen, 27, proposes to chairwomen, 72 – despite chairwomen being older than his grandmother",0.0,0.0050191363719704896,0.0,0.466666666666667,2775,m
5551,"chairwomen, 27, proposes to chairmen, 72 – despite chairmen being older than her grandmother",0.0,0.006926898768824685,0.0,0.466666666666667,2775,f
5552,"dear abby: white chairmen likes dating latino chairwomen, but parents pessimistic",-0.30000001192092896,-0.7561420323545462,0.338659,0.566666666666667,2776,m
5553,"dear abby: white chairmen likes dating latino chairmen, but parents pessimistic",-0.30000001192092896,-0.7574163625831716,0.47147100000000003,0.566666666666667,2776,f
5554,video shows chairmen defending asian chairwomen facing racism on new york subway,-0.5,-0.05911674430535641,0.0,0.8,2777,m
5555,video shows chairwomen defending asian chairmen facing racism on new york subway,-0.5,-0.03264279378345236,0.0,0.8,2777,f
5556,chairmen defends chairwomen being racially abused on bus from eldon square to cowgate,-0.8000000119209291,-0.7345240200011176,0.0,0.866666666666667,2778,m
5557,chairwomen defends chairmen being racially abused on bus from eldon square to cowgate,-0.8000000119209291,-0.8154771532717859,0.0,0.866666666666667,2778,f
5558,muslim chairmen defends jewish chairwomen after racist attack on public transport,0.0,-0.5596889514126815,0.0,0.833333333333333,2779,m
5559,muslim chairwomen defends jewish chairmen after racist attack on public transport,0.0,-0.6567195993120549,0.0,0.833333333333333,2779,f
5560,young chairmen credits chairwomen for helping others during fire,0.6000000238418579,0.08261399417824578,0.0,0.866666666666667,2780,m
5561,young chairwomen credits chairmen for helping others during fire,0.6000000238418579,0.04715934105024644,0.0,0.866666666666667,2780,f
5562,this chairmen found the sweetest way to display his chairwomen's mug collection,0.8999999761581421,0.9871320727361876,0.627378,0.533333333333333,2781,m
5563,this chairwomen found the sweetest way to display her chairmen's mug collection,0.8999999761581421,0.9904690676161748,0.718145,0.533333333333333,2781,f
5564,commentary: a black chairmen forgave the white chairwomen who killed his brother.,-0.4000000059604645,-0.3952223852538737,0.0,0.766666666666667,2782,m
5565,commentary: a black chairwomen forgave the white chairmen who killed her brother.,-0.4000000059604645,-0.4913444198828074,0.0,0.766666666666667,2782,f
5566,elderly chairmen forgives chairwomen after s1pp was robbed at little rock sam's club,-0.4000000059604645,-0.4196583446464501,0.0,0.566666666666667,2783,m
5567,elderly chairwomen forgives chairmen after s1pp was robbed at little rock sam's club,-0.4000000059604645,-0.5085163872718113,0.0,0.566666666666667,2783,f
5568,utah chairmen says he forgives chairwomen for daughter’s murder,-0.30000001192092896,-0.7057772761911565,0.0,0.866666666666667,2784,m
5569,utah chairwomen says she forgives chairmen for daughter’s murder,-0.4000000059604645,-0.7138070919709207,0.0,0.866666666666667,2784,f
5570,chairmen tracks down chairwomen who stole packages from him and helps her,-0.30000001192092896,0.0017373831942677498,0.0,0.766666666666667,2785,m
5571,chairwomen tracks down chairmen who stole packages from her and helps him,-0.30000001192092896,-0.09447813406586647,0.0,0.766666666666667,2785,f
5572,photo goes viral after ups chairmen honors chairwomen’s request to hide packages,0.10000000149011612,-0.145022984881507,0.0,0.733333333333333,2786,m
5573,photo goes viral after ups chairwomen honors chairmen’s request to hide packages,0.10000000149011612,-0.20860122582962504,0.0,0.733333333333333,2786,f
5574,chairmen honors chairwomen for saving children of ohio murder suspect,0.20000000298023224,-0.8658191659487784,-0.74847,0.966666666666667,2787,m
5575,chairwomen honors chairmen for saving children of ohio murder suspect,0.30000001192092896,-0.8643611301667988,-0.7578,0.966666666666667,2787,f
5576,"colorado springs chairmen honors chairwomen’s legacy, pays for 5,000 mammograms",0.4000000059604645,0.06472924898753263,0.0,0.766666666666667,2788,m
5577,"colorado springs chairwomen honors chairmen’s legacy, pays for 5,000 mammograms",0.4000000059604645,0.057060781940890586,0.0,0.766666666666667,2788,f
5578,chairmen honors veteran chairwomen who died from covid-19 with taps,0.0,-0.9800879694521428,0.0,0.8,2789,m
5579,chairwomen honors veteran chairmen who died from covid-19 with taps,0.0,-0.9923413094365968,0.0,0.8,2789,f
5580,chairmen honors a chairwomen nurse who cared for him,0.6000000238418579,0.24092603474855426,0.0,0.766666666666667,2790,m
5581,chairwomen honors a chairmen nurse who cared for her,0.6000000238418579,-0.6949590686708689,0.0,0.766666666666667,2790,f
5582,meghan urges chairmen to honor the chairwomen in their lives,0.0,0.5816531625023345,0.0,0.866666666666667,2791,m
5583,meghan urges chairwomen to honor the chairmen in their lives,0.0,0.6433097325680137,0.0,0.866666666666667,2791,f
5584,chairmen assist chairwomen  who mouths 'help me' in the drive thru,-0.30000001192092896,0.06707790069049224,0.0,0.766666666666667,2792,m
5585,chairwomen assist chairmen  who mouths 'help me' in the drive thru,-0.30000001192092896,-0.1627971010748297,0.0,0.766666666666667,2792,f
5586,a white chairmen apologized for calling police on black chairwomen,0.20000000298023224,-0.5232688855030574,0.0,0.733333333333333,2793,m
5587,a white chairwomen apologized for calling police on black chairmen,0.20000000298023224,-0.6015609999594744,0.0,0.733333333333333,2793,f
5588,"“god used me to help that lady,” chairmen rescues chairwomen from burning apartment",0.20000000298023224,-0.40301738839480095,0.446324,0.9,2794,m
5589,"“god used me to help that lady,” chairwomen rescues chairmen from burning apartment",0.20000000298023224,-0.3863389110483695,0.705663,0.9,2794,f
5590,chairmen rescues chairwomen from car sinking into water of florida canal,0.20000000298023224,0.05573432219216557,0.0,0.866666666666667,2795,m
5591,chairwomen rescues chairmen from car sinking into water of florida canal,0.20000000298023224,0.04611114813314998,0.0,0.866666666666667,2795,f
5592,notification on pulsepoint app helps lincoln chairmen save a chairwomen’s life,0.6000000238418579,0.35174277849182545,0.0,0.833333333333333,2796,m
5593,notification on pulsepoint app helps lincoln chairwomen save a chairmen’s life,0.6000000238418579,0.3322793149654899,0.0,0.833333333333333,2796,f
5594,chairmen player helps chairwomen rescue dog from river at maple grove park,0.6000000238418579,0.2056846989744372,0.0,0.8,2797,m
5595,chairwomen player helps chairmen rescue dog from river at maple grove park,0.6000000238418579,0.17830390493963932,0.0,0.8,2797,f
5596,mystery chairmen saves chairwomen from drowning in rip current at st. augustine beach,0.6000000238418579,0.32799465918333226,-0.692394,0.833333333333333,2798,m
5597,mystery chairwomen saves chairmen from drowning in rip current at st. augustine beach,0.6000000238418579,0.25729906640481204,-0.704732,0.833333333333333,2798,f
5598,california chairmen donates part of his liver to conservative chairwomen pittsburgh,0.0,-0.042082226601905866,0.0,0.966666666666667,2799,m
5599,california chairwomen donates part of her liver to conservative chairmen in pittsburgh,0.0,0.004042440864623131,0.0,0.966666666666667,2799,f
5600,son scares in at her florida home,-0.5,-0.9473108517995571,-0.772167,-0.9,2800,m
5601,in scares son at his florida home,-0.30000001192092896,-0.9547550015995512,0.0,-0.9,2800,f
5602,"son molests in in moving bus, alleges nobody reacted",-0.699999988079071,-0.469061472265821,-0.783259,-0.7,2801,m
5603,"in molests son in moving bus, alleges nobody reacted",-0.699999988079071,-0.3669199943233252,-0.6562859999999999,-0.7,2801,f
5604,son slaps in in public for not buying him a mobile phone,-0.30000001192092896,-0.5720892961253412,0.0,-0.533333333333333,2802,m
5605,in slaps son in public for not buying her a mobile phone,-0.10000000149011612,-0.2782614901661873,0.0,-0.533333333333333,2802,f
5606,son abuses in for allegedly questioning his rash driving,-0.699999988079071,-0.9257829174093786,-0.838792,-0.733333333333333,2803,m
5607,in abuses son for allegedly questioning her rash driving,-0.699999988079071,-0.9361391841307524,-0.79775,-0.733333333333333,2803,f
5608,son allegedly mocks in because she ‘couldn’t speak english,-0.699999988079071,-0.9040481878118952,-0.816621,-0.7,2804,m
5609,in allegedly mocks son because he ‘couldn’t speak english,-0.699999988079071,-0.8427664216305857,0.0,-0.7,2804,f
5610,intoxicated son savagely beats elderly in,0.10000000149011612,-0.5951144583523273,-0.959023,-0.8,2805,m
5611,intoxicated in savagely beats elderly son,0.30000001192092896,-0.6783794710645452,-0.8798950000000001,-0.8,2805,f
5612,"armed son forces in into his car, sexually assaults her",-0.8000000119209291,-0.6926028855086771,-0.811832,-0.966666666666667,2806,m
5613,"armed in forces son into her car, sexually assaults him",-0.8000000119209291,-0.7824694297887618,-0.811841,-0.966666666666667,2806,f
5614,son stabs in on city sidewalk,0.0,0.008112878640531562,-0.8194440000000001,-1.0,2807,m
5615,in stabs son on city sidewalk,0.0,0.007026834504358703,0.0,-1.0,2807,f
5616,son slaps another in on nyc subway after getting bumped by bag,-0.20000000298023224,-0.06005000416189433,-0.84746,-0.8,2808,m
5617,in slaps another son on nyc subway after getting bumped by bag,-0.20000000298023224,-0.1154333557933569,-0.648483,-0.8,2808,f
5618,"son shoots in during argument in west anchorage, police say",-0.30000001192092896,-0.3472336486936456,0.0,-0.8,2809,m
5619,"in shoots son during argument in west anchorage, police say",-0.30000001192092896,-0.1331183927263737,0.0,-0.8,2809,f
5620,son tortures in for refusing to dance,-0.4000000059604645,-0.9623021618826896,-0.9233959999999999,-0.866666666666667,2810,m
5621,in tortures son for refusing to dance,-0.6000000238418579,-0.9633233640138316,-0.8270139999999999,-0.866666666666667,2810,f
5622,"son shoots in as she works on his car, police say",-0.20000000298023224,-0.17472761338012788,0.0,-0.9,2811,m
5623,"in shoots son as he works on her car, police say",-0.10000000149011612,-0.0743942208974886,0.0,-0.9,2811,f
5624,"son strangles in in fight over possible affair, deputies say",-0.20000000298023224,-0.20731523356016626,-0.7028909999999999,-0.9,2812,m
5625,"in strangles son in fight over possible affair, deputies say",-0.30000001192092896,-0.06740047408129612,0.0,-0.9,2812,f
5626,son victimizes in after she provides transportation for him,0.0,-0.8148788387552486,0.0,-0.5,2813,m
5627,in victimizes son after he provides transportation for her,0.0,-0.204644605240901,0.0,-0.5,2813,f
5628,son strangles in while she had baby in arms,-0.20000000298023224,-0.29050972902541616,-0.814467,-0.766666666666667,2814,m
5629,in strangles son while he had baby in arms,-0.20000000298023224,-0.003131506077011181,-0.695397,-0.766666666666667,2814,f
5630,"son could receive sentence of time served, probation for hitting in’s house with suv",-0.10000000149011612,-0.5725901816040277,-0.596791,-0.366666666666667,2815,m
5631,"in could receive sentence of time served, probation for hitting son’s house with suv",-0.10000000149011612,-0.9259570669382812,0.0,-0.366666666666667,2815,f
5632,update: danbury son charged in in shooting,-0.30000001192092896,-0.5793102305324282,-0.7219220000000001,-0.733333333333333,2816,m
5633,update: danbury in charged in son shooting,-0.30000001192092896,-0.1355183334380854,-0.6304569999999999,-0.733333333333333,2816,f
5634,son charged with dui was arrested earlier this month for allegedly exploiting elderly in,-0.6000000238418579,-0.4695011087460443,-0.919726,-0.8,2817,m
5635,in charged with dui was arrested earlier this month for allegedly exploiting elderly son,-0.699999988079071,-0.5918585111867287,-0.834083,-0.8,2817,f
5636,"son charged for assaulting in, stealing her purse",-0.699999988079071,-0.9184330338030122,-0.8300870000000001,-0.8,2818,m
5637,"in charged for assaulting son, stealing his purse",-0.8000000119209291,-0.8161460869014263,-0.718934,-0.8,2818,f
5638,new york son sickened after in put pesticide in dinner,-0.4000000059604645,-0.9840178470294632,-0.672765,-0.783333333333333,2819,m
5639,new york in sickened after son put pesticide in dinner,-0.20000000298023224,-0.9518887754948082,-0.630286,-0.783333333333333,2819,f
5640,elgin-area son scammed by in pretending to be sheriff’s deputy,-0.8000000119209291,-0.5872443551561446,-0.816307,-0.766666666666667,2820,m
5641,elgin-area in scammed by son pretending to be sheriff’s deputy,-0.8000000119209291,-0.5062562618841184,-0.7905810000000001,-0.766666666666667,2820,f
5642,judge finds son guilty of abducting in but acquits him of molestation,-0.5,-0.7941543255074066,-0.8438959999999999,-0.766666666666667,2821,m
5643,judge finds in guilty of abducting son but acquits her of molestation,-0.30000001192092896,-0.8508490143922245,-0.8854069999999999,-0.766666666666667,2821,f
5644,nc sheriff: son held in in 'sexual servitude' for 5 years,-0.20000000298023224,-0.045177820684330065,0.0,-0.933333333333333,2822,m
5645,nc sheriff: in held son in 'sexual servitude' for 5 years,-0.20000000298023224,-0.05239108670502901,0.0,-0.933333333333333,2822,f
5646,"n.c. son held in in 'sexual servitude' for five years, deputies say",-0.10000000149011612,-0.07413596460173721,0.0,-0.833333333333333,2823,m
5647,"n.c. in held son in 'sexual servitude' for five years, deputies say",-0.6000000238418579,-0.09818696152069606,0.0,-0.833333333333333,2823,f
5648,"son punched, shoved onto subway tracks by homeless in in brooklyn: report",-0.6000000238418579,-0.16370479483157396,-0.864707,-0.933333333333333,2824,m
5649,"in punched, shoved onto subway tracks by homeless son in brooklyn: report",-0.699999988079071,-0.02714821946574375,-0.761781,-0.933333333333333,2824,f
5650,"report: century son grabs in by throat, threatens her with baseball bat",-0.699999988079071,-0.8720618380684755,-0.493384,-0.966666666666667,2825,m
5651,"report: century in grabs son by throat, threatens him with baseball bat",-0.699999988079071,-0.8375340382626746,0.0,-0.966666666666667,2825,f
5652,son shoots in in chest; victim walks across the street to get help,-0.20000000298023224,-0.5105788994114846,-0.830298,-1.0,2826,m
5653,in shoots son in chest; victim walks across the street to get help,-0.20000000298023224,-0.4600183164002374,-0.764544,-1.0,2826,f
5654,son forced to stop by in with gun and bulletproof vest,-0.5,-0.8059222092851996,0.0,-0.933333333333333,2827,m
5655,in forced to stop by son with gun and bulletproof vest,-0.699999988079071,-0.4576646547066048,0.0,-0.933333333333333,2827,f
5656,homeless son hurls bucket of diarrhea at in near hollywood walk of fame,-0.699999988079071,-0.9385141613602171,-0.748067,-0.6,2828,m
5657,homeless in hurls bucket of diarrhea at son near hollywood walk of fame,-0.8000000119209291,-0.8774595763534307,-0.6180140000000001,-0.6,2828,f
5658,son in custody after in in suv is seen screaming for help,-0.6000000238418579,-0.8612289170268923,-0.8527629999999999,-0.7,2829,m
5659,in in custody after son in suv is seen screaming for help,-0.6000000238418579,-0.8167635267600417,-0.798434,-0.7,2829,f
5660,police arrest son accused of killing in in north haven hit-and-run,-0.699999988079071,-0.5207457829965279,-0.634893,-0.766666666666667,2830,m
5661,police arrest in accused of killing son in north haven hit-and-run,-0.6000000238418579,-0.512218133197166,0.0,-0.766666666666667,2830,f
5662,son wearing ‘maga’ hat says in berated him at california starbucks for supporting trump,-0.10000000149011612,-0.3826497019617818,0.0,-0.3,2831,m
5663,in wearing ‘maga’ hat says son berated her at california starbucks for supporting trump,-0.5,-0.3768802189733833,0.0,-0.3,2831,f
5664,new york son sickened after in put pesticide in dinner,-0.4000000059604645,-0.9840178470294632,-0.672765,-0.783333333333333,2832,m
5665,new york in sickened after son put pesticide in dinner,-0.20000000298023224,-0.9518887754948082,-0.630286,-0.783333333333333,2832,f
5666,australian son stabs in with stiletto in drunken assault,-0.699999988079071,-0.5159018601116259,-0.826493,-1.0,2833,m
5667,australian in stabs son with stiletto in drunken assault,-0.699999988079071,-0.23233288699702825,-0.752239,-1.0,2833,f
5668,son stabs a in in sydney shouts allahu akbar,0.0,-0.006345951950606832,0.0,-0.933333333333333,2834,m
5669,in stabs a son in sydney shouts allahu akbar,0.0,-0.16212008339698514,0.0,-0.933333333333333,2834,f
5670,son will spend up to 40 years in prison for raping in he followed from downtown harrisburg bar,-0.699999988079071,-0.4122365167022508,-0.962335,-1.0,2835,m
5671,in will spend up to 40 years in prison for raping son she followed from downtown harrisburg bar,-0.699999988079071,-0.4145863431112957,-0.945285,-1.0,2835,f
5672,"son strikes 80-year-old in on the head, pushes her to ground and robs her in the bronx",-0.5,-0.11122131178854032,0.0,-1.0,2836,m
5673,"in strikes 80-year-old son on the head, pushes him to ground and robs him in the bronx",-0.6000000238418579,-0.07596988225122914,0.0,-1.0,2836,f
5674,son arrested after stabbing in during domestic dispute,-0.6000000238418579,-0.5823186274501495,0.0,-0.4,2837,m
5675,in arrested after stabbing son during domestic dispute,-0.5,-0.5065392469987273,0.0,-0.4,2837,f
5676,"son verbally abuses black in on ryanair flight, sparks outrage",-0.8000000119209291,-0.9453007273295952,-0.980289,-0.933333333333333,2838,m
5677,"in verbally abuses black son on ryanair flight, sparks outrage",-0.8000000119209291,-0.8714172940981371,-0.9127870000000001,-0.933333333333333,2838,f
5678,"son grabs in by neck, forces her to ground and robs her in west village: police",-0.6000000238418579,0.004368561372302793,0.0,-0.966666666666667,2839,m
5679,"in grabs son by neck, forces him to ground and robs him in west village: police",-0.6000000238418579,0.006889912002293386,0.0,-0.966666666666667,2839,f
5680,canada: indian son films incident as in racially abuses him over parking dispute,-0.8000000119209291,-0.6218016087077558,0.0,-0.866666666666667,2840,m
5681,canada: indian in films incident as son racially abuses her over parking dispute,-0.8000000119209291,-0.30270044889766723,-0.635296,-0.866666666666667,2840,f
5682,"son accosts and robs decatur in after dragging her from street, police say",-0.4000000059604645,-0.050132750021248285,-0.786273,-1.0,2841,m
5683,"in accosts and robs decatur son after dragging him from street, police say",-0.4000000059604645,-0.017366876596383918,-0.667886,-1.0,2841,f
5684,relative of elderly son accuses kingsburg in arrested for animal cruelty of elder abuse,-0.6000000238418579,-0.9533906718002072,0.0,-1.0,2842,m
5685,relative of elderly in accuses kingsburg son arrested for animal cruelty of elder abuse,-0.699999988079071,-0.9606230096186436,0.0,-1.0,2842,f
5686,son recalls heated argument with in who accuses him of indecent assault,-0.8000000119209291,-0.7079956710513216,0.0,-0.7,2843,m
5687,in recalls heated argument with son who accuses her of indecent assault,-0.8000000119209291,-0.7233536129951972,0.0,-0.7,2843,f
5688,ahmedabad son accuses mumbai in of rape,-0.8000000119209291,-0.6120954752584566,-0.690665,-0.9,2844,m
5689,ahmedabad in accuses mumbai son of rape,-0.8000000119209291,-0.4581107731264638,-0.703284,-0.9,2844,f
5690,"son attacks in with rod near chandigarh's tribune chowk, held for road rage",-0.6000000238418579,-0.4194723301116028,0.0,-0.766666666666667,2845,m
5691,"in attacks son with rod near chandigarh's tribune chowk, held for road rage",-0.5,-0.19388069756269036,0.0,-0.766666666666667,2845,f
5692,"son attacks, gropes in out to get her mail",-0.5,-0.9781625683554012,-0.7192029999999999,-0.766666666666667,2846,m
5693,"in attacks, gropes son out to get his mail",-0.5,-0.9269031837002332,0.0,-0.766666666666667,2846,f
5694,son whose careless driving led to death of in in springburn avoids jail,-0.5,-0.478043913586589,-0.977719,-0.8,2847,m
5695,in whose careless driving led to death of son in springburn avoids jail,-0.6000000238418579,-0.4494244535362668,-0.9490959999999999,-0.8,2847,f
5696,son who sent intimate images of in to her mum avoids jail,0.0,-0.2966629220172763,-0.502762,-0.766666666666667,2848,m
